Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765110607,20,,Aggregated,9.100000,9.100000,4,4,5,5,7,10,16,37,91,91,91,832,832,4,4.9675574725999745,1.1907500011147931,90.67170800699387,0.0
1765110608,20,,Aggregated,9.100000,9.100000,4,4,5,5,7,9,16,37,91,91,91,841,841,4,4.952747455630457,1.1907500011147931,90.67170800699387,0.0
1765110609,20,,Aggregated,9.500000,9.500000,4,4,5,5,6,9,15,37,91,91,91,852,852,4,4.937003550700135,1.1907500011147931,90.67170800699387,0.0
1765110610,20,,Aggregated,9.400000,9.400000,4,4,5,5,6,9,15,37,91,91,91,861,861,4,4.919616463656335,1.1907500011147931,90.67170800699387,0.0
1765110611,20,,Aggregated,9.500000,9.500000,4,4,5,5,6,9,15,37,91,91,91,873,873,4,4.913934735656088,1.1907500011147931,90.67170800699387,0.0
1765110612,20,,Aggregated,9.300000,9.300000,4,4,5,5,6,9,15,37,91,91,91,884,884,4,4.894746211841381,1.1907500011147931,90.67170800699387,0.0
1765110613,20,,Aggregated,9.600000,9.600000,4,4,5,5,6,9,15,37,91,91,91,895,895,4,4.8859841075651715,1.1907500011147931,90.67170800699387,0.0
1765110614,20,,Aggregated,9.600000,9.600000,4,4,5,5,6,9,14,34,91,91,91,905,905,4,4.866214945027347,1.1907500011147931,90.67170800699387,0.0
1765110615,20,,Aggregated,9.800000,9.800000,4,4,5,5,6,9,14,34,91,91,91,911,911,4,4.8633266369616415,1.1907500011147931,90.67170800699387,0.0
1765110616,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,14,34,91,91,91,927,927,4,4.84814354402647,1.1907500011147931,90.67170800699387,0.0
1765110617,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,34,91,91,91,936,936,4,4.840952126395344,1.1907500011147931,90.67170800699387,0.0
1765110618,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,34,91,91,91,949,949,4,4.825405760124047,1.1907500011147931,90.67170800699387,0.0
1765110619,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,14,34,91,91,91,958,958,4,4.817688482629314,1.1907500011147931,90.67170800699387,0.0
1765110620,20,,Aggregated,10.600000,10.600000,4,4,5,5,6,9,14,34,91,91,91,967,967,4,4.806637608435587,1.1907500011147931,90.67170800699387,0.0
1765110621,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,14,34,91,91,91,975,975,4,4.801896736772062,1.1907500011147931,90.67170800699387,0.0
1765110622,20,,Aggregated,10.600000,10.600000,4,4,5,5,6,9,14,34,91,91,91,987,987,4,4.796173449197247,1.1907500011147931,90.67170800699387,0.0
1765110623,20,,Aggregated,10.000000,10.000000,4,4,5,5,6,9,14,34,91,91,91,997,997,4,4.7888052782033075,1.1907500011147931,90.67170800699387,0.0
1765110624,20,,Aggregated,10.300000,10.300000,4,4,5,5,6,9,14,34,77,91,91,1008,1008,4,4.771287559927418,1.1907500011147931,90.67170800699387,0.0
1765110625,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,34,77,91,91,1016,1016,4,4.766804037806321,1.1907500011147931,90.67170800699387,0.0
1765110626,20,,Aggregated,10.200000,10.200000,4,4,5,5,6,9,14,34,77,91,91,1025,1025,4,4.792466406276018,1.1907500011147931,90.67170800699387,0.0
1765110627,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,14,34,77,91,91,1038,1038,4,4.769565295208217,1.1907500011147931,90.67170800699387,0.0
1765110628,20,,Aggregated,10.000000,10.000000,4,4,5,5,6,9,14,34,77,91,91,1048,1048,4,4.784667287586179,1.1907500011147931,90.67170800699387,0.0
1765110629,20,,Aggregated,10.100000,10.100000,4,4,5,5,7,9,14,34,77,91,91,1057,1057,4,4.803455441251469,1.1907500011147931,90.67170800699387,0.0
1765110630,20,,Aggregated,9.900000,9.900000,4,4,5,5,7,9,14,34,77,91,91,1066,1066,4,4.800617558522675,1.1907500011147931,90.67170800699387,0.0
1765110631,20,,Aggregated,10.100000,10.100000,4,4,5,5,7,9,14,34,77,91,91,1076,1076,4,4.789063025447804,1.1907500011147931,90.67170800699387,0.0
1765110632,20,,Aggregated,9.800000,9.800000,4,4,5,5,7,9,15,34,77,91,91,1089,1089,4,4.8131925916506395,1.1907500011147931,90.67170800699387,0.0
1765110633,20,,Aggregated,9.800000,9.800000,4,4,5,5,7,9,15,34,77,91,91,1095,1095,4,4.800698499859217,1.1907500011147931,90.67170800699387,0.0
1765110634,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,14,34,77,91,91,1109,1109,4,4.78831513466652,1.1907500011147931,90.67170800699387,0.0
1765110635,20,,Aggregated,10.100000,10.100000,4,4,5,5,7,9,15,34,91,93,93,1118,1118,4,4.876721213205821,1.1907500011147931,92.53662500123028,0.0
1765110636,20,,Aggregated,10.100000,10.100000,4,4,5,5,7,9,15,34,91,93,93,1128,1128,4,4.867355188227185,1.1907500011147931,92.53662500123028,0.0
1765110637,20,,Aggregated,10.100000,10.100000,4,4,5,5,7,9,15,34,91,93,93,1139,1139,4,4.859170678912955,1.1907500011147931,92.53662500123028,0.0
1765110638,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,15,34,91,93,93,1147,1147,4,4.851167418714592,1.1907500011147931,92.53662500123028,0.0
1765110639,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,14,34,91,93,93,1156,1156,4,4.84692840591473,1.1907500011147931,92.53662500123028,0.0
1765110640,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,14,34,91,93,93,1164,1164,4,4.841761802574395,1.1907500011147931,92.53662500123028,0.0
1765110641,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,14,34,91,93,93,1175,1175,4,4.8358334648606185,1.1907500011147931,92.53662500123028,0.0
1765110642,20,,Aggregated,9.800000,9.800000,4,4,5,5,7,9,14,34,91,93,93,1183,1183,4,4.831611674736763,1.1907500011147931,92.53662500123028,0.0
1765110643,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,15,34,91,93,93,1196,1196,4,4.8254882485312205,1.1907500011147931,92.53662500123028,0.0
1765110644,20,,Aggregated,9.600000,9.600000,4,4,5,5,7,9,14,34,91,93,93,1204,1204,4,4.819030719461632,1.1907500011147931,92.53662500123028,0.0
1765110645,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,14,34,91,93,93,1216,1216,4,4.819285589842605,1.1907500011147931,92.53662500123028,0.0
1765110646,20,,Aggregated,9.500000,9.500000,4,4,5,5,7,9,16,37,91,93,93,1229,1229,4,4.959728222340725,1.1907500011147931,92.53662500123028,0.0
1765110647,20,,Aggregated,9.700000,9.700000,4,4,5,5,7,9,16,37,91,93,93,1237,1237,4,4.951876739919767,1.1907500011147931,92.53662500123028,0.0
